ID,DOCUMENT,LABEL
2728,"
							Student credentials already in use?
							
						",Premium Student
600,"
							Not alphabetized playlist
							
						",Premium Student
1054,"
							Student Credential  already used ?
							
						",Premium Student
265,"
							Premium for Students extension
							
						",Premium Student
1563,"
							Student Discount Italy
							
						",Premium Student
2876,"
							Want to buy Premium with student discount
							
						",Premium Student
3663,"
							Promo????o para Estudantes / Promotion for students
							
						",Premium Student
2873,"
							Customization of playlists (cover and description ...
							
						",Premium Student
2388,"
							3 months trial AND student discount
							
						",Premium Student
2835,"
							Student
							
						",Premium Student
1901,"
							My card is no longer being accepted
							
						",Premium Student
92,"
							Premium ????renci hesab??n?? yenileme
							
						",Premium Student
757,"
							I need help about school discount payment
							
						",Premium Student
3601,"
							Student discount payment method 'The Netherlands'
							
						",Premium Student
397,"
							Premium problem
							
						",Premium Student
3183,"
							new education institution
							
						",Premium Student
3019,"
							America Student discout
							
						",Premium Student
1961,"
							Qual o prazo para validar o desconto universit??rio...
							
						",Premium Student
216,"
							You have already redeemed this offer
							
						",Premium Student
1226,"
							Premium for Students Verification
							
						",Premium Student
3704,"
							Issue with Spotify Premium for students
							
						",Premium Student
646,"
							Student Discount
							
						",Premium Student
402,"
							Issue with Student Premium Re-verification
							
						",Premium Student
55,"
							premium for students in quebec / mcgill university
							
						",Premium Student
362,"
							Double Charges
							
						",Premium Student
1012,"
							Discount Subscription for Aussie Uni Students
							
						",Premium Student
3966,"
							Facebook - email
							
						",Premium Student
3517,"
							Student Discount Austria
							
						",Premium Student
867,"
							Premium subscription
							
						",Premium Student
1767,"
							EXTRA Payment Problem with Student Account (TR)
							
						",Premium Student
2217,"
							I already have a premium account (9.99), but want ...
							
						",Premium Student
104,"
							Amount deducted but no student premium access
							
						",Premium Student
3672,"
							Being charged wrong for premium
							
						",Premium Student
743,"
							Hulu and Spotify for students
							
						",Premium Student
2428,"
							Pay for a Student Premium
							
						",Premium Student
3086,"
							NUS student discount
							
						",Premium Student
431,"
							Premium for Students
							
						",Premium Student
734,"
							Accidentally removed Showtime access
							
						",Premium Student
2508,"
							Discounts for Students
							
						",Premium Student
3907,"
							Student discount - New account
							
						",Premium Student
1676,"
							Plan de estudiante PAGO RETENIDO
							
						",Premium Student
888,"
							Premium at a discounted rate
							
						",Premium Student
1941,"
							Why does Spotify Family require the same address?
							
						",Premium Student
3117,"
							Acceptance of student discounts
							
						",Premium Student
2225,"
							Double charge
							
						",Premium Student
3065,"
							Cant pay with paypal when switching from normal Pr...
							
						",Premium Student
3112,"
							Failed to upload photo for proof (student discount...
							
						",Premium Student
2535,"
							Spotify Premium para estudiantes
							
						",Premium Student
3640,"
							Student discount expired, resigned, will I get cha...
							
						",Premium Student
515,"
							I can't continue my student premium sub
							
						",Premium Student
2824,"
							I got charged twice
							
						",Premium Student
2536,"
							Links not working
							
						",Premium Student
1131,"
							Spotify Premium Student Abbuchungsproblem
							
						",Premium Student
1354,"
							Changed to Student Account, cannot connect to Hulu
							
						",Premium Student
916,"
							I just renewed my student discount but was charged...
							
						",Premium Student
215,"
							Trying to re-activate Premium for Students
							
						",Premium Student
